0
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            039          09             30         130            169            *              //Poison Shadow
0            039          09             30         130            156            *              //Poison Shadow
0            039          09             30         136            167            *              //Poison Shadow
0            039          09             30         123            156            *              //Poison Shadow
0            039          09             30         141            172            *              //Poison Shadow
0            039          09             30         143            180            *              //Poison Shadow
0            039          09             30         147            163            *              //Poison Shadow
0            039          09             30         147            157            *              //Poison Shadow
0            039          09             30         147            172            *              //Poison Shadow
0            039          09             30         147            168            *              //Poison Shadow
0            039          09             30         131            177            *              //Poison Shadow
0            039          09             30         149            166            *              //Poison Shadow
0            039          09             30         135            159            *              //Poison Shadow
0            039          09             30         143            176            *              //Poison Shadow
0            039          09             30         146            174            *              //Poison Shadow
0            039          09             30         145            181            *              //Poison Shadow
0            039          09             30         129            157            *              //Poison Shadow
0            039          09             30         143            169            *              //Poison Shadow
0            039          09             30         137            166            *              //Poison Shadow
0            039          09             30         144            175            *              //Poison Shadow
0            039          09             30         130            169            *              //Poison Shadow
0            039          09             30         130            156            *              //Poison Shadow
0            039          09             30         136            167            *              //Poison Shadow
0            039          09             30         123            156            *              //Poison Shadow
0            039          09             30         141            172            *              //Poison Shadow
0            039          09             30         143            180            *              //Poison Shadow
0            039          09             30         147            163            *              //Poison Shadow
0            039          09             30         147            157            *              //Poison Shadow
0            039          09             30         147            172            *              //Poison Shadow
1            034          09             30         150            180            *              //Cursed Wizard
1            034          09             30         150            162            *              //Cursed Wizard
1            034          09             30         134            175            *              //Cursed Wizard
1            034          09             30         131            174            *              //Cursed Wizard
1            034          09             30         145            158            *              //Cursed Wizard
1            034          09             30         142            176            *              //Cursed Wizard
1            034          09             30         148            178            *              //Cursed Wizard
1            034          09             30         136            177            *              //Cursed Wizard
1            034          09             30         136            178            *              //Cursed Wizard
1            034          09             30         126            181            *              //Cursed Wizard
1            034          09             30         143            155            *              //Cursed Wizard
1            034          09             30         138            157            *              //Cursed Wizard
1            034          09             30         133            170            *              //Cursed Wizard
1            034          09             30         123            155            *              //Cursed Wizard
1            034          09             30         140            179            *              //Cursed Wizard
1            034          09             30         150            180            *              //Cursed Wizard
1            034          09             30         150            162            *              //Cursed Wizard
1            034          09             30         134            175            *              //Cursed Wizard
1            034          09             30         131            174            *              //Cursed Wizard
1            034          09             30         145            158            *              //Cursed Wizard
1            034          09             30         142            176            *              //Cursed Wizard
1            034          09             30         148            178            *              //Cursed Wizard
1            034          09             30         136            177            *              //Cursed Wizard
1            034          09             30         136            178            *              //Cursed Wizard
1            034          09             30         126            181            *              //Cursed Wizard
1            034          09             30         143            155            *              //Cursed Wizard
1            034          09             30         138            157            *              //Cursed Wizard
1            034          09             30         133            170            *              //Cursed Wizard
1            034          09             30         123            155            *              //Cursed Wizard
1            034          09             30         140            179            *              //Cursed Wizard
1            041          09             30         144            181            *              //Death Cow
1            041          09             30         145            160            *              //Death Cow
1            041          09             30         148            168            *              //Death Cow
1            041          09             30         148            173            *              //Death Cow
1            041          09             30         141            154            *              //Death Cow
1            041          09             30         141            171            *              //Death Cow
1            041          09             30         139            177            *              //Death Cow
1            041          09             30         136            180            *              //Death Cow
1            041          09             30         130            181            *              //Death Cow
1            041          09             30         141            162            *              //Death Cow
1            041          09             30         150            168            *              //Death Cow
1            041          09             30         129            164            *              //Death Cow
1            041          09             30         146            169            *              //Death Cow
1            041          09             30         129            167            *              //Death Cow
1            041          09             30         123            179            *              //Death Cow
1            041          09             30         144            181            *              //Death Cow
1            041          09             30         145            160            *              //Death Cow
1            041          09             30         148            168            *              //Death Cow
1            041          09             30         148            173            *              //Death Cow
1            041          09             30         141            154            *              //Death Cow
1            041          09             30         141            171            *              //Death Cow
1            041          09             30         139            177            *              //Death Cow
1            041          09             30         136            180            *              //Death Cow
1            041          09             30         130            181            *              //Death Cow
1            041          09             30         141            162            *              //Death Cow
1            041          09             30         150            168            *              //Death Cow
1            041          09             30         129            164            *              //Death Cow
1            041          09             30         146            169            *              //Death Cow
1            041          09             30         129            167            *              //Death Cow
1            041          09             30         123            179            *              //Death Cow
2            035          09             30         132            168            *              //Death Gorgon
2            035          09             30         139            162            *              //Death Gorgon
2            035          09             30         139            165            *              //Death Gorgon
2            035          09             30         133            166            *              //Death Gorgon
2            035          09             30         135            174            *              //Death Gorgon
2            035          09             30         126            163            *              //Death Gorgon
2            035          09             30         143            154            *              //Death Gorgon
2            035          09             30         144            177            *              //Death Gorgon
2            035          09             30         134            158            *              //Death Gorgon
2            035          09             30         138            162            *              //Death Gorgon
2            035          09             30         132            168            *              //Death Gorgon
2            035          09             30         139            162            *              //Death Gorgon
2            035          09             30         139            165            *              //Death Gorgon
2            035          09             30         133            166            *              //Death Gorgon
2            035          09             30         135            174            *              //Death Gorgon
2            035          09             30         126            163            *              //Death Gorgon
2            035          09             30         143            154            *              //Death Gorgon
2            035          09             30         144            177            *              //Death Gorgon
2            035          09             30         134            158            *              //Death Gorgon
2            035          09             30         138            162            *              //Death Gorgon
2            040          09             30         123            154            *              //Death Knight
2            040          09             30         125            172            *              //Death Knight
2            040          09             30         143            166            *              //Death Knight
2            040          09             30         126            162            *              //Death Knight
2            040          09             30         139            162            *              //Death Knight
2            040          09             30         132            170            *              //Death Knight
2            040          09             30         146            161            *              //Death Knight
2            040          09             30         126            164            *              //Death Knight
2            040          09             30         142            174            *              //Death Knight
2            040          09             30         132            158            *              //Death Knight
2            040          09             30         123            154            *              //Death Knight
2            040          09             30         125            172            *              //Death Knight
2            040          09             30         143            166            *              //Death Knight
2            040          09             30         126            162            *              //Death Knight
2            040          09             30         139            162            *              //Death Knight
2            040          09             30         132            170            *              //Death Knight
2            040          09             30         146            161            *              //Death Knight
2            040          09             30         126            164            *              //Death Knight
2            040          09             30         142            174            *              //Death Knight
2            040          09             30         132            158            *              //Death Knight
3            038          09             30         134            168            *              //Balrog
3            038          09             30         126            179            *              //Balrog

2
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            045          09             30         065            150            *              //Bahamut
0            045          09             30         054            140            *              //Bahamut
0            045          09             30         065            160            *              //Bahamut
0            045          09             30         061            145            *              //Bahamut
0            045          09             30         056            141            *              //Bahamut
0            045          09             30         076            145            *              //Bahamut
0            045          09             30         058            154            *              //Bahamut
0            045          09             30         069            156            *              //Bahamut
0            045          09             30         064            167            *              //Bahamut
0            045          09             30         076            160            *              //Bahamut
0            045          09             30         057            147            *              //Bahamut
0            045          09             30         074            156            *              //Bahamut
0            045          09             30         078            155            *              //Bahamut
0            045          09             30         064            153            *              //Bahamut
0            045          09             30         058            161            *              //Bahamut
0            045          09             30         078            159            *              //Bahamut
0            045          09             30         060            167            *              //Bahamut
0            045          09             30         052            144            *              //Bahamut
0            045          09             30         059            148            *              //Bahamut
0            045          09             30         065            150            *              //Bahamut
0            045          09             30         054            140            *              //Bahamut
0            045          09             30         065            160            *              //Bahamut
0            045          09             30         061            145            *              //Bahamut
0            045          09             30         056            141            *              //Bahamut
0            045          09             30         076            145            *              //Bahamut
0            045          09             30         058            154            *              //Bahamut
0            045          09             30         069            156            *              //Bahamut
0            045          09             30         064            167            *              //Bahamut
0            045          09             30         076            160            *              //Bahamut
0            045          09             30         057            147            *              //Bahamut
0            045          09             30         074            156            *              //Bahamut
0            045          09             30         078            155            *              //Bahamut
0            045          09             30         064            153            *              //Bahamut
0            045          09             30         058            161            *              //Bahamut
0            045          09             30         078            159            *              //Bahamut
0            045          09             30         060            167            *              //Bahamut
0            045          09             30         052            144            *              //Bahamut
0            045          09             30         059            148            *              //Bahamut
0            046          09             30         059            163            *              //Vepar
0            046          09             30         077            152            *              //Vepar
0            046          09             30         063            145            *              //Vepar
0            046          09             30         071            162            *              //Vepar
0            046          09             30         074            160            *              //Vepar
0            046          09             30         073            167            *              //Vepar
0            046          09             30         057            143            *              //Vepar
0            046          09             30         071            155            *              //Vepar
0            046          09             30         065            152            *              //Vepar
0            046          09             30         072            161            *              //Vepar
0            046          09             30         058            155            *              //Vepar
0            046          09             30         058            142            *              //Vepar
0            046          09             30         064            153            *              //Vepar
0            046          09             30         051            142            *              //Vepar
0            046          09             30         069            158            *              //Vepar
0            046          09             30         071            166            *              //Vepar
0            046          09             30         075            149            *              //Vepar
0            046          09             30         075            143            *              //Vepar
0            046          09             30         075            158            *              //Vepar
0            046          09             30         059            163            *              //Vepar
0            046          09             30         077            152            *              //Vepar
0            046          09             30         063            145            *              //Vepar
0            046          09             30         071            162            *              //Vepar
0            046          09             30         074            160            *              //Vepar
0            046          09             30         073            167            *              //Vepar
0            046          09             30         057            143            *              //Vepar
0            046          09             30         071            155            *              //Vepar
0            046          09             30         065            152            *              //Vepar
0            046          09             30         072            161            *              //Vepar
0            046          09             30         058            155            *              //Vepar
0            046          09             30         058            142            *              //Vepar
0            046          09             30         064            153            *              //Vepar
0            046          09             30         051            142            *              //Vepar
0            046          09             30         069            158            *              //Vepar
0            046          09             30         071            166            *              //Vepar
0            046          09             30         075            149            *              //Vepar
0            046          09             30         075            143            *              //Vepar
0            046          09             30         075            158            *              //Vepar
1            037          09             30         078            166            *              //Devil
1            037          09             30         078            148            *              //Devil
1            037          09             30         062            161            *              //Devil
1            037          09             30         059            160            *              //Devil
1            037          09             30         073            144            *              //Devil
1            037          09             30         070            162            *              //Devil
1            037          09             30         076            164            *              //Devil
1            037          09             30         064            163            *              //Devil
1            037          09             30         064            164            *              //Devil
1            037          09             30         054            167            *              //Devil
1            037          09             30         071            141            *              //Devil
1            037          09             30         066            143            *              //Devil
1            037          09             30         061            156            *              //Devil
1            037          09             30         051            141            *              //Devil
1            037          09             30         068            165            *              //Devil
1            051          09             30         072            167            *              //Great Bahamut
1            051          09             30         073            146            *              //Great Bahamut
1            051          09             30         076            154            *              //Great Bahamut
1            051          09             30         076            159            *              //Great Bahamut
1            051          09             30         069            140            *              //Great Bahamut
1            051          09             30         069            157            *              //Great Bahamut
1            051          09             30         067            163            *              //Great Bahamut
1            051          09             30         064            166            *              //Great Bahamut
1            051          09             30         058            167            *              //Great Bahamut
1            051          09             30         069            148            *              //Great Bahamut
1            051          09             30         078            154            *              //Great Bahamut
1            051          09             30         057            150            *              //Great Bahamut
1            051          09             30         074            155            *              //Great Bahamut
1            051          09             30         057            153            *              //Great Bahamut
1            051          09             30         072            167            *              //Great Bahamut
1            051          09             30         073            146            *              //Great Bahamut
1            051          09             30         076            154            *              //Great Bahamut
1            051          09             30         076            159            *              //Great Bahamut
1            051          09             30         069            140            *              //Great Bahamut
1            051          09             30         069            157            *              //Great Bahamut
1            051          09             30         067            163            *              //Great Bahamut
1            051          09             30         064            166            *              //Great Bahamut
1            051          09             30         058            167            *              //Great Bahamut
1            051          09             30         069            148            *              //Great Bahamut
1            051          09             30         078            154            *              //Great Bahamut
1            051          09             30         057            150            *              //Great Bahamut
1            051          09             30         074            155            *              //Great Bahamut
1            051          09             30         057            153            *              //Great Bahamut
1            051          09             30         058            167            *              //Great Bahamut
1            051          09             30         069            148            *              //Great Bahamut
1            051          09             30         078            154            *              //Great Bahamut
1            051          09             30         057            150            *              //Great Bahamut
1            051          09             30         074            155            *              //Great Bahamut
2            048          09             30         060            154            *              //Metal Balrog
2            048          09             30         067            148            *              //Metal Balrog
2            048          09             30         067            151            *              //Metal Balrog
2            048          09             30         061            152            *              //Metal Balrog
2            067          09             30         063            160            *              //Metal Balrog
2            067          09             30         054            149            *              //Metal Balrog
2            067          09             30         071            140            *              //Metal Balrog
2            067          09             30         072            163            *              //Metal Balrog
2            067          09             30         062            144            *              //Metal Balrog
2            067          09             30         054            149            *              //Metal Balrog
2            067          09             30         071            140            *              //Metal Balrog
2            067          09             30         072            163            *              //Metal Balrog
2            067          09             30         062            144            *              //Metal Balrog
2            052          09             30         051            140            *              //Silver Valkyrie
2            052          09             30         053            158            *              //Silver Valkyrie
2            052          09             30         071            152            *              //Silver Valkyrie
2            052          09             30         054            148            *              //Silver Valkyrie
2            052          09             30         067            148            *              //Silver Valkyrie
2            052          09             30         060            156            *              //Silver Valkyrie
2            052          09             30         074            147            *              //Silver Valkyrie
2            052          09             30         054            150            *              //Silver Valkyrie
2            052          09             30         070            160            *              //Silver Valkyrie
3            049          09             30         062            154            *              //Hydra
3            049          09             30         054            165            *              //Hydra
3            049          09             30         062            142            *              //Hydra
end

3
//Stage      Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
0            064          09             30         069            096            *              //Ogre archer
0            064          09             30         065            081            *              //Ogre archer
0            064          09             30         060            077            *              //Ogre archer
0            064          09             30         080            081            *              //Ogre archer
0            064          09             30         062            090            *              //Ogre archer
0            064          09             30         073            092            *              //Ogre archer
0            064          09             30         068            103            *              //Ogre archer
0            064          09             30         080            096            *              //Ogre archer
0            064          09             30         061            083            *              //Ogre archer
0            064          09             30         078            092            *              //Ogre archer
0            064          09             30         082            091            *              //Ogre archer
0            064          09             30         068            089            *              //Ogre archer
0            064          09             30         062            097            *              //Ogre archer
0            064          09             30         082            095            *              //Ogre archer
0            064          09             30         064            103            *              //Ogre archer
0            064          09             30         056            080            *              //Ogre archer
0            064          09             30         063            084            *              //Ogre archer
0            064          09             30         055            094            *              //Ogre archer
0            064          09             30         062            090            *              //Ogre archer
0            064          09             30         073            092            *              //Ogre archer
0            064          09             30         068            103            *              //Ogre archer
0            064          09             30         080            096            *              //Ogre archer
0            064          09             30         061            083            *              //Ogre archer
0            064          09             30         078            092            *              //Ogre archer
0            064          09             30         082            091            *              //Ogre archer
0            064          09             30         068            089            *              //Ogre archer
0            064          09             30         062            097            *              //Ogre archer
0            064          09             30         082            095            *              //Ogre archer
0            064          09             30         064            103            *              //Ogre archer
0            064          09             30         056            080            *              //Ogre archer
0            064          09             30         063            084            *              //Ogre archer
0            064          09             30         055            094            *              //Ogre archer
0            065          09             30         079            090            *              //Elite Ogre
0            065          09             30         063            099            *              //Elite Ogre
0            065          09             30         081            088            *              //Elite Ogre
0            065          09             30         067            081            *              //Elite Ogre
0            065          09             30         075            098            *              //Elite Ogre
0            065          09             30         078            096            *              //Elite Ogre
0            065          09             30         077            103            *              //Elite Ogre
0            065          09             30         061            079            *              //Elite Ogre
0            065          09             30         075            091            *              //Elite Ogre
0            065          09             30         069            088            *              //Elite Ogre
0            065          09             30         076            097            *              //Elite Ogre
0            065          09             30         062            091            *              //Elite Ogre
0            065          09             30         062            078            *              //Elite Ogre
0            065          09             30         068            089            *              //Elite Ogre
0            065          09             30         055            078            *              //Elite Ogre
0            065          09             30         073            094            *              //Elite Ogre
0            065          09             30         075            102            *              //Elite Ogre
0            065          09             30         079            085            *              //Elite Ogre
0            065          09             30         079            079            *              //Elite Ogre
0            065          09             30         079            094            *              //Elite Ogre
0            065          09             30         075            091            *              //Elite Ogre
0            065          09             30         069            088            *              //Elite Ogre
0            065          09             30         076            097            *              //Elite Ogre
0            065          09             30         062            091            *              //Elite Ogre
0            065          09             30         062            078            *              //Elite Ogre
0            065          09             30         068            089            *              //Elite Ogre
0            065          09             30         055            078            *              //Elite Ogre
0            065          09             30         073            094            *              //Elite Ogre
0            065          09             30         075            102            *              //Elite Ogre
0            065          09             30         079            085            *              //Elite Ogre
0            065          09             30         079            079            *              //Elite Ogre
0            065          09             30         079            094            *              //Elite Ogre
1            290          09             30         082            102            *              //Lizard Warrior
1            290          09             30         082            084            *              //Lizard Warrior
1            290          09             30         066            097            *              //Lizard Warrior
1            290          09             30         063            096            *              //Lizard Warrior
1            290          09             30         077            080            *              //Lizard Warrior
1            290          09             30         074            098            *              //Lizard Warrior
1            290          09             30         080            100            *              //Lizard Warrior
1            290          09             30         068            099            *              //Lizard Warrior
1            290          09             30         068            100            *              //Lizard Warrior
1            290          09             30         058            103            *              //Lizard Warrior
1            290          09             30         075            077            *              //Lizard Warrior
1            290          09             30         070            079            *              //Lizard Warrior
1            290          09             30         065            092            *              //Lizard Warrior
1            290          09             30         055            077            *              //Lizard Warrior
1            290          09             30         068            099            *              //Lizard Warrior
1            290          09             30         068            100            *              //Lizard Warrior
1            290          09             30         058            103            *              //Lizard Warrior
1            290          09             30         075            077            *              //Lizard Warrior
1            290          09             30         070            079            *              //Lizard Warrior
1            290          09             30         065            092            *              //Lizard Warrior
1            290          09             30         055            077            *              //Lizard Warrior
1            294          09             30         076            103            *              //Ax Warrior
1            294          09             30         077            082            *              //Ax Warrior
1            294          09             30         080            090            *              //Ax Warrior
1            294          09             30         080            095            *              //Ax Warrior
1            294          09             30         073            076            *              //Ax Warrior
1            294          09             30         073            093            *              //Ax Warrior
1            294          09             30         071            099            *              //Ax Warrior
1            294          09             30         068            102            *              //Ax Warrior
1            294          09             30         062            103            *              //Ax Warrior
1            294          09             30         073            084            *              //Ax Warrior
1            294          09             30         082            090            *              //Ax Warrior
1            294          09             30         061            086            *              //Ax Warrior
1            294          09             30         078            091            *              //Ax Warrior
1            294          09             30         061            089            *              //Ax Warrior
1            294          09             30         076            103            *              //Ax Warrior
1            294          09             30         077            082            *              //Ax Warrior
1            294          09             30         080            090            *              //Ax Warrior
1            294          09             30         080            095            *              //Ax Warrior
1            294          09             30         073            076            *              //Ax Warrior
1            294          09             30         073            093            *              //Ax Warrior
1            294          09             30         071            099            *              //Ax Warrior
1            294          09             30         068            102            *              //Ax Warrior
1            294          09             30         062            103            *              //Ax Warrior
1            294          09             30         073            084            *              //Ax Warrior
1            294          09             30         082            090            *              //Ax Warrior
